Transaction,Award ID,Order Number,DUNS,Recipient,Recipient City,Recipient State,Recipient CD,Recipient Country,Pop State,Pop CD,Pop Country,Award Amount,Award Date,Award Type,Awarding Agency,Awarding Bureau,Funding Agency,Funding Bureau,CFDA Code,CFDA Title,Fiscal Year,Role
78FD677F-A9A4-34B7-7663-3869310C2EC8,"R01AG043592","N/A",124726725,"UNIVERSITY OF CALIFORNIA, REGENTS","Berkeley                    ","CA",09,"USA","CA",13,"USA","$135,046.00",07/18/2014,Grants,"Department of Health and Human Services","National Institutes of Health","N/A","N/A","93.866","Aging Research",2014,Prime
0975B871-8A02-678E-2A0B-3AAA1E96B2AA,"F32GM101863","N/A",124726725,"UNIVERSITY OF CALIFORNIA, REGENTS","Berkeley                    ","CA",09,"USA","CA",07,"USA","$53,282.00",07/17/2014,Grants,"Department of Health and Human Services","National Institutes of Health","N/A","N/A","93.859","Biomedical Research and Research Training",2014,Prime
97914EBF-2453-613B-A7AC-3FFE66D8D4BB,"R01GM096097","N/A",124726725,"UNIVERSITY OF CALIFORNIA, REGENTS","Berkeley                    ","CA",09,"USA","CA",13,"USA","$229,247.00",06/30/2014,Grants,"Department of Health and Human Services","National Institutes of Health","N/A","N/A","93.859","Biomedical Research and Research Training",2014,Prime
B2230321-E9A9-D09A-6617-3EF9CA8BCF45,"DP2AI117984","N/A",124726725,"UNIVERSITY OF CALIFORNIA, REGENTS","Berkeley                    ","CA",09,"USA","CA",13,"USA","$2,302,310.00",09/18/2014,Grants,"Department of Health and Human Services","National Institutes of Health","N/A","N/A","93.310","Trans-NIH Research Support",2014,Prime
F378F9CC-D222-1BA3-0AD5-4071FEF45005,"R01GM058108","N/A",124726725,"UNIVERSITY OF CALIFORNIA, REGENTS","Berkeley                    ","CA",09,"USA","CA",13,"USA","$365,763.00",04/30/2014,Grants,"Department of Health and Human Services","National Institutes of Health","N/A","N/A","93.859","Biomedical Research and Research Training",2014,Prime
A44BDFAD-88AE-3933-6198-41C267C77983,"R01GM050945","N/A",124726725,"UNIVERSITY OF CALIFORNIA, REGENTS","Berkeley                    ","CA",09,"USA","CA",13,"USA","$328,894.00",07/11/2014,Grants,"Department of Health and Human Services","National Institutes of Health","N/A","N/A","93.859","Biomedical Research and Research Training",2014,Prime
B62AB36B-EE50-79EF-5B06-452F654019AD,"R01DK089202","N/A",124726725,"UNIVERSITY OF CALIFORNIA, REGENTS","Berkeley                    ","CA",09,"USA","CA",13,"USA","$362,609.00",03/19/2014,Grants,"Department of Health and Human Services","National Institutes of Health","N/A","N/A","93.847","Diabetes, Digestive, and Kidney Diseases Extramural Research",2014,Prime
BDE79271-310F-9A15-2A01-4563E1E574FF,"R01GM083198","N/A",124726725,"UNIVERSITY OF CALIFORNIA, REGENTS","Berkeley                    ","CA",09,"USA","CA",13,"USA","$100,000.00",07/03/2014,Grants,"Department of Health and Human Services","National Institutes of Health","N/A","N/A","93.859","Biomedical Research and Research Training",2014,Prime
41A5D8B7-A793-4AC5-AEC4-4642B9CD0AAE,"R25TW009338","N/A",124726725,"UNIVERSITY OF CALIFORNIA, REGENTS","Berkeley                    ","CA",09,"USA","CA",13,"USA","$40,000.00",05/07/2014,Grants,"Department of Health and Human Services","National Institutes of Health","N/A","N/A","93.989","International Research and Research Training",2014,Prime
2C07CCEE-7C5C-57D1-9680-460EAB53B40A,"R01MH098023","N/A",124726725,"UNIVERSITY OF CALIFORNIA, REGENTS","Berkeley                    ","CA",09,"USA","CA",13,"USA","$271,559.00",02/04/2014,Grants,"Department of Health and Human Services","National Institutes of Health","N/A","N/A","93.242","Mental Health Research Grants",2014,Prime
A76CE98A-EF09-8161-EFAF-46C124CF49F1,"T32HS022241","N/A",124726725,"UNIVERSITY OF CALIFORNIA, REGENTS","Berkeley                    ","CA",09,"USA","CA",13,"USA","$160,312.00",06/10/2014,Grants,"Department of Health and Human Services","Agency for Healthcare Research and Quality","N/A","N/A","93.225","National Research Service Awards_Health Services Research Training",2014,Prime
028465CE-F128-19DA-6457-48B647FCD4B8,"R01GM072859","N/A",124726725,"UNIVERSITY OF CALIFORNIA, REGENTS","Berkeley                    ","CA",09,"USA","CA",13,"USA","$529,029.00",04/24/2014,Grants,"Department of Health and Human Services","National Institutes of Health","N/A","N/A","93.859","Biomedical Research and Research Training",2014,Prime
A16E4AA5-E3D3-CAAE-5CB8-49116B723095,"R01GM021841","N/A",124726725,"UNIVERSITY OF CALIFORNIA, REGENTS","Berkeley                    ","CA",09,"USA","CA",13,"USA","$608,371.00",12/30/2013,Grants,"Department of Health and Human Services","National Institutes of Health","N/A","N/A","93.859","Biomedical Research and Research Training",2014,Prime
5C9F3095-46DC-3A97-55A5-4A97355CBF88,"R01EY017392","N/A",124726725,"UNIVERSITY OF CALIFORNIA, REGENTS","Berkeley                    ","CA",09,"USA","CA",13,"USA","$376,075.00",07/21/2014,Grants,"Department of Health and Human Services","National Institutes of Health","N/A","N/A","93.867","Vision Research",2014,Prime
22F268B8-32D2-1346-8B3E-4D31006B9781,"R01AI095299","N/A",124726725,"UNIVERSITY OF CALIFORNIA, REGENTS","Berkeley                    ","CA",09,"USA","CA",13,"USA","$339,140.00",02/04/2014,Grants,"Department of Health and Human Services","National Institutes of Health","N/A","N/A","93.855","Allergy, Immunology and Transplantation Research",2014,Prime
2311945B-673F-E66B-FF80-4DB514BCD116,"U54CA153506","N/A",124726725,"UNIVERSITY OF CALIFORNIA, REGENTS","Berkeley                    ","CA",09,"USA","CA",13,"USA","$707,057.00",08/19/2014,Grants,"Department of Health and Human Services","National Institutes of Health","N/A","N/A","93.397","Cancer Centers Support Grants",2014,Prime
387CEDA5-655F-FCC0-9298-4E23C0CB06D3,"R21CA185725","N/A",124726725,"UNIVERSITY OF CALIFORNIA, REGENTS","Berkeley                    ","CA",09,"USA","CA",13,"USA","$204,342.00",09/12/2014,Grants,"Department of Health and Human Services","National Institutes of Health","N/A","N/A","93.393","Cancer Cause and Prevention Research",2014,Prime
A8A083D9-551D-AB37-BD30-50B40D9F22F3,"R21ES021819","N/A",124726725,"UNIVERSITY OF CALIFORNIA, REGENTS","Berkeley                    ","CA",09,"USA","CA",13,"USA","$10,700.00",08/26/2014,Grants,"Department of Health and Human Services","National Institutes of Health","N/A","N/A","93.113","Environmental Health",2014,Prime
C5B29513-5928-2308-6146-51321C4E9E7B,"K01MH094246","N/A",124726725,"UNIVERSITY OF CALIFORNIA, REGENTS","Berkeley                    ","CA",09,"USA","CA",13,"USA","($188,995.00)",04/17/2014,Grants,"Department of Health and Human Services","National Institutes of Health","N/A","N/A","93.242","Mental Health Research Grants",2014,Prime
A30F7FE6-6327-CCE3-2742-524075B0F969,"R01GM025765","N/A",124726725,"UNIVERSITY OF CALIFORNIA, REGENTS","Berkeley                    ","CA",09,"USA","CA",13,"USA","$518,017.00",08/07/2014,Grants,"Department of Health and Human Services","National Institutes of Health","N/A","N/A","93.859","Biomedical Research and Research Training",2014,Prime
9A9EE86A-F596-32EA-ECBC-52AFF14E55D7,"R21ES021833","N/A",124726725,"UNIVERSITY OF CALIFORNIA, REGENTS","Berkeley                    ","CA",09,"USA","CA",09,"USA","$232,475.00",05/29/2014,Grants,"Department of Health and Human Services","National Institutes of Health","N/A","N/A","93.113","Environmental Health",2014,Prime
6474C6FA-633A-E09F-B57C-537B8190B7A6,"R01AI092531","N/A",124726725,"UNIVERSITY OF CALIFORNIA, REGENTS","Berkeley                    ","CA",09,"USA","CA",13,"USA","$668,177.00",06/26/2014,Grants,"Department of Health and Human Services","National Institutes of Health","N/A","N/A","93.855","Allergy, Immunology and Transplantation Research",2014,Prime
36B6B50F-DAAA-4C3C-6725-557459370E05,"R01HL120666","N/A",124726725,"UNIVERSITY OF CALIFORNIA, REGENTS","Berkeley                    ","CA",09,"USA","CA",13,"USA","$759,717.00",07/02/2014,Grants,"Department of Health and Human Services","National Institutes of Health","N/A","N/A","93.837","Cardiovascular Diseases Research",2014,Prime
A23458F5-3B2B-3518-B4B9-58094A2BED70,"R21ES022575","N/A",124726725,"UNIVERSITY OF CALIFORNIA, REGENTS","Berkeley                    ","CA",09,"USA","CA",13,"USA","$232,402.00",06/27/2014,Grants,"Department of Health and Human Services","National Institutes of Health","N/A","N/A","93.113","Environmental Health",2014,Prime
EF5455B6-536E-CCE8-8232-58D78925BE75,"R25TW009338","N/A",124726725,"UNIVERSITY OF CALIFORNIA, REGENTS","Berkeley                    ","CA",09,"USA","CA",13,"USA","$600,000.00",03/03/2014,Grants,"Department of Health and Human Services","National Institutes of Health","N/A","N/A","93.989","International Research and Research Training",2014,Prime
A2B48B85-C8A0-83E4-21B4-5C2430E0DB80,"R01MH063901","N/A",124726725,"UNIVERSITY OF CALIFORNIA, REGENTS","Berkeley                    ","CA",09,"USA","CA",13,"USA","$373,605.00",05/06/2014,Grants,"Department of Health and Human Services","National Institutes of Health","N/A","N/A","93.242","Mental Health Research Grants",2014,Prime
18875808-3A04-4EC0-F3BC-5C55FD9ACD54,"R21ES021819","N/A",124726725,"UNIVERSITY OF CALIFORNIA, REGENTS","Berkeley                    ","CA",09,"USA","CA",13,"USA","$2,343.00",02/14/2014,Grants,"Department of Health and Human Services","National Institutes of Health","N/A","N/A","93.113","Environmental Health",2014,Prime
0629D04B-4BA5-35B2-8120-5D98817FCDD3,"R01GM097357","N/A",124726725,"UNIVERSITY OF CALIFORNIA, REGENTS","Berkeley                    ","CA",09,"USA","CA",13,"USA","$250,008.00",03/28/2014,Grants,"Department of Health and Human Services","National Institutes of Health","N/A","N/A","93.859","Biomedical Research and Research Training",2014,Prime
CC27743F-B126-1F66-522A-5EFC0A59DA89,"K23EY022412","N/A",124726725,"UNIVERSITY OF CALIFORNIA, REGENTS","Berkeley                    ","CA",09,"USA","CA",13,"USA","$104,442.00",01/01/2014,Grants,"Department of Health and Human Services","National Institutes of Health","N/A","N/A","93.867","Vision Research",2014,Prime
747E73B8-507E-5CF2-E8B5-5F66E5C81419,"R01EY015514","N/A",124726725,"UNIVERSITY OF CALIFORNIA, REGENTS","Berkeley                    ","CA",09,"USA","CA",13,"USA","$28,796.00",02/27/2014,Grants,"Department of Health and Human Services","National Institutes of Health","N/A","N/A","93.867","Vision Research",2014,Prime
38BFAFA8-9020-7B97-CCD8-5F3E5243380A,"R25TW009338","N/A",124726725,"UNIVERSITY OF CALIFORNIA, REGENTS","Berkeley                    ","CA",09,"USA","CA",13,"USA","$22,680.00",07/04/2014,Grants,"Department of Health and Human Services","National Institutes of Health","N/A","N/A","93.989","International Research and Research Training",2014,Prime
89B9DF9C-84C9-042D-54C6-60303B3E0E10,"R01NS031231","N/A",124726725,"UNIVERSITY OF CALIFORNIA, REGENTS","Berkeley                    ","CA",09,"USA","CA",13,"USA","$28,257.00",03/07/2014,Grants,"Department of Health and Human Services","National Institutes of Health","N/A","N/A","93.853","Extramural Research Programs in the Neurosciences and Neurological Disorders",2014,Prime
4C793E0D-7F5B-6358-476D-6292E0FA27DA,"R01AI051622","N/A",124726725,"UNIVERSITY OF CALIFORNIA, REGENTS","Berkeley                    ","CA",09,"USA","CA",13,"USA","$439,135.00",08/01/2014,Grants,"Department of Health and Human Services","National Institutes of Health","N/A","N/A","93.855","Allergy, Immunology and Transplantation Research",2014,Prime
53F11329-D920-A77D-72D3-649B77630FB3,"R01NS032057","N/A",124726725,"UNIVERSITY OF CALIFORNIA, REGENTS","Berkeley                    ","CA",09,"USA","CA",13,"USA","$29,579.00",03/07/2014,Grants,"Department of Health and Human Services","National Institutes of Health","N/A","N/A","93.853","Extramural Research Programs in the Neurosciences and Neurological Disorders",2014,Prime
D97DC1D0-46B4-876B-E727-66DFCCCC3886,"R01GM086321","N/A",124726725,"UNIVERSITY OF CALIFORNIA, REGENTS","Berkeley                    ","CA",09,"USA","CA",13,"USA","$290,228.00",05/28/2014,Grants,"Department of Health and Human Services","National Institutes of Health","N/A","N/A","93.859","Biomedical Research and Research Training",2014,Prime
AEDE74F7-8864-B19F-4AD1-690A62361CDA,"R00NS078561","N/A",124726725,"UNIVERSITY OF CALIFORNIA, REGENTS","Berkeley                    ","CA",09,"USA","CA",13,"USA","$240,809.00",09/10/2014,Grants,"Department of Health and Human Services","National Institutes of Health","N/A","N/A","93.853","Extramural Research Programs in the Neurosciences and Neurological Disorders",2014,Prime
C87994E6-499C-BDD3-00A6-6CDC335B0660,"R01NS036999","N/A",124726725,"UNIVERSITY OF CALIFORNIA, REGENTS","Berkeley                    ","CA",09,"USA","CA",13,"USA","$299,181.00",05/21/2014,Grants,"Department of Health and Human Services","National Institutes of Health","N/A","N/A","93.853","Extramural Research Programs in the Neurosciences and Neurological Disorders",2014,Prime
1DC9DD39-530C-0021-5EFD-6C786238F6EC,"R01EY001175","N/A",124726725,"UNIVERSITY OF CALIFORNIA, REGENTS","Berkeley                    ","CA",09,"USA","CA",13,"USA","$62,812.00",02/26/2014,Grants,"Department of Health and Human Services","National Institutes of Health","N/A","N/A","93.867","Vision Research",2014,Prime
AA1BF94F-4AA3-1B6E-912E-6FF16B6645C6,"R01HD071065","N/A",124726725,"UNIVERSITY OF CALIFORNIA, REGENTS","Berkeley                    ","CA",09,"USA","CA",13,"USA","$572,463.00",05/21/2014,Grants,"Department of Health and Human Services","National Institutes of Health","N/A","N/A","93.865","Child Health and Human Development Extramural Research",2014,Prime
126B0752-319D-03E9-5028-700AEDE97BF4,"R01CA164095","N/A",124726725,"UNIVERSITY OF CALIFORNIA, REGENTS","Berkeley                    ","CA",09,"USA","CA",13,"USA","$213,831.00",03/25/2014,Grants,"Department of Health and Human Services","National Institutes of Health","N/A","N/A","93.395","Cancer Treatment Research",2014,Prime
104C68F4-3290-633F-6FCE-72D7EB1B8214,"T42OH008429","N/A",124726725,"UNIVERSITY OF CALIFORNIA, REGENTS","Berkeley                    ","CA",09,"USA","CA",13,"USA","$1,693,097.00",06/06/2014,Grants,"Department of Health and Human Services","Centers for Disease Control and Prevention","N/A","N/A","93.262","Occupational Safety and Health Program",2014,Prime
05CC6A2E-B77A-4BC6-E88A-7475C8895C5D,"R01AI095299","N/A",124726725,"UNIVERSITY OF CALIFORNIA, REGENTS","Berkeley                    ","CA",09,"USA","CA",13,"USA","$37,682.00",06/09/2014,Grants,"Department of Health and Human Services","National Institutes of Health","N/A","N/A","93.855","Allergy, Immunology and Transplantation Research",2014,Prime
5889A1C4-FFE6-59B5-546D-75A1E2F298EE,"R01GM057839","N/A",124726725,"UNIVERSITY OF CALIFORNIA, REGENTS","Berkeley                    ","CA",09,"USA","CA",13,"USA","$364,486.00",09/01/2014,Grants,"Department of Health and Human Services","National Institutes of Health","N/A","N/A","93.859","Biomedical Research and Research Training",2014,Prime
729F0B99-B4C0-68D8-6FD4-78E35B16822B,"R01AA017927","N/A",124726725,"UNIVERSITY OF CALIFORNIA, REGENTS","Berkeley                    ","CA",09,"USA","CA",13,"USA","$328,031.00",07/22/2014,Grants,"Department of Health and Human Services","National Institutes of Health","N/A","N/A","93.273","Alcohol Research Programs",2014,Prime
AF9A9EAE-09AD-CE47-C1AE-79402AAE693A,"R01GM021841","N/A",124726725,"UNIVERSITY OF CALIFORNIA, REGENTS","Berkeley                    ","CA",09,"USA","CA",13,"USA","$67,596.00",03/26/2014,Grants,"Department of Health and Human Services","National Institutes of Health","N/A","N/A","93.859","Biomedical Research and Research Training",2014,Prime
D4E1B96E-7CAC-428A-12B8-7B6A90641E01,"R01HD050470","N/A",124726725,"UNIVERSITY OF CALIFORNIA, REGENTS","Berkeley                    ","CA",09,"USA","CA",13,"USA","$292,377.00",05/14/2014,Grants,"Department of Health and Human Services","National Institutes of Health","N/A","N/A","93.865","Child Health and Human Development Extramural Research",2014,Prime
2EC644ED-264B-0AA8-0CD3-7D6B09E3DD27,"R01AG041955","N/A",124726725,"UNIVERSITY OF CALIFORNIA, REGENTS","Berkeley                    ","CA",09,"USA","CA",13,"USA","$740,698.00",07/02/2014,Grants,"Department of Health and Human Services","National Institutes of Health","N/A","N/A","93.866","Aging Research",2014,Prime
EC5B896F-4511-6DA5-3ED2-7EA31C37ACB2,"R01AI095057","N/A",124726725,"UNIVERSITY OF CALIFORNIA, REGENTS","Berkeley                    ","CA",09,"USA","CA",13,"USA","$374,529.00",02/21/2014,Grants,"Department of Health and Human Services","National Institutes of Health","N/A","N/A","93.855","Allergy, Immunology and Transplantation Research",2014,Prime
8DF9A9C8-E707-BF8A-1FD1-7FD193B3A627,"R01DK093928","N/A",124726725,"UNIVERSITY OF CALIFORNIA, REGENTS","Berkeley                    ","CA",09,"USA","CA",13,"USA","$31,928.00",03/12/2014,Grants,"Department of Health and Human Services","National Institutes of Health","N/A","N/A","93.847","Diabetes, Digestive, and Kidney Diseases Extramural Research",2014,Prime
22050E48-3EA4-49FF-16E4-861D306FAC47,"K12EY017269","N/A",124726725,"UNIVERSITY OF CALIFORNIA, REGENTS","Berkeley                    ","CA",09,"USA","CA",13,"USA","$808,085.00",09/12/2014,Grants,"Department of Health and Human Services","National Institutes of Health","N/A","N/A","93.867","Vision Research",2014,Prime
76AA2BC0-F769-4000-291D-861299B651BD,"R01HD073568","N/A",124726725,"UNIVERSITY OF CALIFORNIA, REGENTS","Berkeley                    ","CA",09,"USA","CA",13,"USA","$550,043.00",06/20/2014,Grants,"Department of Health and Human Services","National Institutes of Health","N/A","N/A","93.865","Child Health and Human Development Extramural Research",2014,Prime
349B1C05-C2A9-B3AF-D532-890181BEA3E5,"R01GM010840","N/A",124726725,"UNIVERSITY OF CALIFORNIA, REGENTS","Berkeley                    ","CA",09,"USA","CA",13,"USA","$344,729.00",11/21/2013,Grants,"Department of Health and Human Services","National Institutes of Health","N/A","N/A","93.859","Biomedical Research and Research Training",2014,Prime
658E8636-DDD3-292F-E388-89213626D5BA,"R56ES023591","N/A",124726725,"UNIVERSITY OF CALIFORNIA, REGENTS","Berkeley                    ","CA",09,"USA","CA",13,"USA","$321,959.00",09/17/2014,Grants,"Department of Health and Human Services","National Institutes of Health","N/A","N/A","93.113","Environmental Health",2014,Prime
908F4380-3130-9BF1-626B-8A12348AD533,"R01GM104385","N/A",124726725,"UNIVERSITY OF CALIFORNIA, REGENTS","Berkeley                    ","CA",09,"USA","CA",13,"USA","$315,550.00",12/20/2013,Grants,"Department of Health and Human Services","National Institutes of Health","N/A","N/A","93.859","Biomedical Research and Research Training",2014,Prime
8E9C108A-D81D-E2E7-C716-8AE617DC4500,"R01ES020360","N/A",124726725,"UNIVERSITY OF CALIFORNIA, REGENTS","Berkeley                    ","CA",09,"USA","CA",13,"USA","$801,963.00",04/01/2014,Grants,"Department of Health and Human Services","National Institutes of Health","N/A","N/A","93.113","Environmental Health",2014,Prime
FE726F2A-B9F2-3EF2-15DB-8BD1534DB90A,"R01DA019028","N/A",124726725,"UNIVERSITY OF CALIFORNIA, REGENTS","Berkeley                    ","CA",09,"USA","CA",13,"USA","$363,701.00",06/12/2014,Grants,"Department of Health and Human Services","National Institutes of Health","N/A","N/A","93.279","Drug Abuse and Addiction Research Programs",2014,Prime
7E942170-5EED-1523-45B6-8CC8218A861E,"R00DK095921","N/A",124726725,"UNIVERSITY OF CALIFORNIA, REGENTS","Berkeley                    ","CA",09,"USA","CA",13,"USA","$62,676.00",09/10/2014,Grants,"Department of Health and Human Services","National Institutes of Health","N/A","N/A","93.847","Diabetes, Digestive, and Kidney Diseases Extramural Research",2014,Prime
2C9E49B2-E88A-3063-6BC7-8D53EE235289,"R01GM074751","N/A",124726725,"UNIVERSITY OF CALIFORNIA, REGENTS","Berkeley                    ","CA",09,"USA","CA",13,"USA","$358,146.00",07/22/2014,Grants,"Department of Health and Human Services","National Institutes of Health","N/A","N/A","93.859","Biomedical Research and Research Training",2014,Prime
4B56AA89-1CF6-46BC-0F22-8E0AC800F440,"P01AI063302","N/A",124726725,"UNIVERSITY OF CALIFORNIA, REGENTS","Berkeley                    ","CA",09,"USA","CA",N/A,"USA","$1,907,421.00",07/10/2014,Grants,"Department of Health and Human Services","National Institutes of Health","N/A","N/A","93.855","Allergy, Immunology and Transplantation Research",2014,Prime
C782645D-94E0-633F-493A-8F6C051A6C5F,"R01EY024060","N/A",124726725,"UNIVERSITY OF CALIFORNIA, REGENTS","Berkeley                    ","CA",09,"USA","CA",13,"USA","$391,354.00",07/22/2014,Grants,"Department of Health and Human Services","National Institutes of Health","N/A","N/A","93.867","Vision Research",2014,Prime
0656BE05-F778-9273-CAFC-90F109077564,"R01CA077373","N/A",124726725,"UNIVERSITY OF CALIFORNIA, REGENTS","Berkeley                    ","CA",09,"USA","CA",13,"USA","($198,543.00)",01/27/2014,Grants,"Department of Health and Human Services","National Institutes of Health","N/A","N/A","93.396","Cancer Biology Research",2014,Prime
9FF35A2F-3B26-8B4B-0EB6-931A8456FCFC,"R01AI091851","N/A",124726725,"UNIVERSITY OF CALIFORNIA, REGENTS","Berkeley                    ","CA",09,"USA","CA",13,"USA","$383,750.00",04/16/2014,Grants,"Department of Health and Human Services","National Institutes of Health","N/A","N/A","93.855","Allergy, Immunology and Transplantation Research",2014,Prime
A6D32F87-E546-E01D-3896-93DE13279B23,"R01GM104385","N/A",124726725,"UNIVERSITY OF CALIFORNIA, REGENTS","Berkeley                    ","CA",09,"USA","CA",13,"USA","$35,059.00",04/02/2014,Grants,"Department of Health and Human Services","National Institutes of Health","N/A","N/A","93.859","Biomedical Research and Research Training",2014,Prime
57D9D794-017E-8458-94FB-9577C9B1C0A8,"R01EY021811","N/A",124726725,"UNIVERSITY OF CALIFORNIA, REGENTS","Berkeley                    ","CA",09,"USA","CA",13,"USA","$367,761.00",07/21/2014,Grants,"Department of Health and Human Services","National Institutes of Health","N/A","N/A","93.867","Vision Research",2014,Prime
ECBE3270-1C36-51F3-A5A2-98DEF236E990,"R25TW009338","N/A",124726725,"UNIVERSITY OF CALIFORNIA, REGENTS","Berkeley                    ","CA",09,"USA","CA",13,"USA","$81,000.00",09/25/2014,Grants,"Department of Health and Human Services","National Institutes of Health","N/A","N/A","93.989","International Research and Research Training",2014,Prime
14956338-58C4-6DC0-4EDE-9B71378BB0B9,"R37GM058867","N/A",124726725,"UNIVERSITY OF CALIFORNIA, REGENTS","Berkeley                    ","CA",09,"USA","CA",13,"USA","$476,376.00",08/28/2014,Grants,"Department of Health and Human Services","National Institutes of Health","N/A","N/A","93.859","Biomedical Research and Research Training",2014,Prime
F32BADF3-5199-58B5-AA99-9BC37061EE9E,"R13HS023360","N/A",124726725,"UNIVERSITY OF CALIFORNIA, REGENTS","Berkeley                    ","CA",09,"USA","CA",13,"USA","$34,512.00",06/13/2014,Grants,"Department of Health and Human Services","Agency for Healthcare Research and Quality","N/A","N/A","93.226","Research on Healthcare Costs, Quality and Outcomes",2014,Prime
18D48BF5-FA75-8E11-D820-A1F2C2C100A2,"R01GM083198","N/A",124726725,"UNIVERSITY OF CALIFORNIA, REGENTS","Berkeley                    ","CA",09,"USA","CA",13,"USA","$576,020.00",07/03/2014,Grants,"Department of Health and Human Services","National Institutes of Health","N/A","N/A","93.859","Biomedical Research and Research Training",2014,Prime
E4E6667C-9BCE-BDA7-2DDE-A243E3594591,"R01ES014032","N/A",124726725,"UNIVERSITY OF CALIFORNIA, REGENTS","Berkeley                    ","CA",09,"USA","CA",13,"USA","$447,717.00",06/30/2014,Grants,"Department of Health and Human Services","National Institutes of Health","N/A","N/A","93.113","Environmental Health",2014,Prime
B09F05AD-EEFE-A580-A562-A30ED0C23A20,"R01ES017080","N/A",124726725,"UNIVERSITY OF CALIFORNIA, REGENTS","Berkeley                    ","CA",09,"USA","CA",13,"USA","$580,216.00",03/31/2014,Grants,"Department of Health and Human Services","National Institutes of Health","N/A","N/A","93.113","Environmental Health",2014,Prime
3AE3B6A0-D62D-43A3-475C-A8602FFEEDAC,"R01MH093537","N/A",124726725,"UNIVERSITY OF CALIFORNIA, REGENTS","Berkeley                    ","CA",09,"USA","CA",13,"USA","$30,700.00",02/28/2014,Grants,"Department of Health and Human Services","National Institutes of Health","N/A","N/A","93.242","Mental Health Research Grants",2014,Prime
8ACC3457-FE03-B8A4-830C-A92D3B8DAF2E,"R01CA168477","N/A",124726725,"UNIVERSITY OF CALIFORNIA, REGENTS","Berkeley                    ","CA",09,"USA","CA",13,"USA","$250,356.00",07/03/2014,Grants,"Department of Health and Human Services","National Institutes of Health","N/A","N/A","93.393","Cancer Cause and Prevention Research",2014,Prime
BDB5F9F6-82C3-8583-9A6B-A8FA1CB5338F,"R34MH094535","N/A",124726725,"UNIVERSITY OF CALIFORNIA, REGENTS","Berkeley                    ","CA",09,"USA","CA",13,"USA","$23,156.00",03/11/2014,Grants,"Department of Health and Human Services","National Institutes of Health","N/A","N/A","93.242","Mental Health Research Grants",2014,Prime
996A2C74-64A6-60A6-D30E-AE0727EB6D74,"R01ES021667","N/A",124726725,"UNIVERSITY OF CALIFORNIA, REGENTS","Berkeley                    ","CA",09,"USA","CA",13,"USA","$316,913.00",12/23/2013,Grants,"Department of Health and Human Services","National Institutes of Health","N/A","N/A","93.113","Environmental Health",2014,Prime
6F93EAF3-BA40-F957-F333-B202A35FF012,"R01NS074831","N/A",124726725,"UNIVERSITY OF CALIFORNIA, REGENTS","Berkeley                    ","CA",09,"USA","CA",13,"USA","$324,036.00",04/11/2014,Grants,"Department of Health and Human Services","National Institutes of Health","N/A","N/A","93.853","Extramural Research Programs in the Neurosciences and Neurological Disorders",2014,Prime
96F4006B-BBEF-76E5-C121-B2E0D763B598,"R01ES021799","N/A",124726725,"UNIVERSITY OF CALIFORNIA, REGENTS","Berkeley                    ","CA",09,"USA","CA",13,"USA","$469,874.00",05/16/2014,Grants,"Department of Health and Human Services","National Institutes of Health","N/A","N/A","93.113","Environmental Health",2014,Prime
2A6A4399-75C4-8C58-83EC-B3750E7DF7B6,"R25GM095401","N/A",124726725,"UNIVERSITY OF CALIFORNIA, REGENTS","Berkeley                    ","CA",09,"USA","CA",13,"USA","$240,162.00",03/31/2014,Grants,"Department of Health and Human Services","National Institutes of Health","N/A","N/A","93.859","Biomedical Research and Research Training",2014,Prime
B214C972-02F4-DEEB-7E80-B51E11939FF6,"R34MH094535","N/A",124726725,"UNIVERSITY OF CALIFORNIA, REGENTS","Berkeley                    ","CA",09,"USA","CA",13,"USA","$208,403.00",01/29/2014,Grants,"Department of Health and Human Services","National Institutes of Health","N/A","N/A","93.242","Mental Health Research Grants",2014,Prime
C35B82FF-3814-489F-73F8-B5257BBA1F75,"R01EY022208","N/A",124726725,"UNIVERSITY OF CALIFORNIA, REGENTS","Berkeley                    ","CA",09,"USA","CA",13,"USA","$367,861.00",04/04/2014,Grants,"Department of Health and Human Services","National Institutes of Health","N/A","N/A","93.867","Vision Research",2014,Prime
AACA9C11-9442-8F54-381B-B5B3D3CDA7AE,"R01CA136367","N/A",124726725,"UNIVERSITY OF CALIFORNIA, REGENTS","Berkeley                    ","CA",09,"USA","CA",13,"USA","$289,524.00",03/24/2014,Grants,"Department of Health and Human Services","National Institutes of Health","N/A","N/A","93.393","Cancer Cause and Prevention Research",2014,Prime
EB0B647D-D0E1-CB5D-C05A-B96BD7CC410B,"K01MH094246","N/A",124726725,"UNIVERSITY OF CALIFORNIA, REGENTS","Berkeley                    ","CA",09,"USA","CA",13,"USA","$167,530.00",03/25/2014,Grants,"Department of Health and Human Services","National Institutes of Health","N/A","N/A","93.242","Mental Health Research Grants",2014,Prime
B52B8868-D0DA-72B5-0E78-BA2B0FD4DF53,"R25TW009338","N/A",124726725,"UNIVERSITY OF CALIFORNIA, REGENTS","Berkeley                    ","CA",09,"USA","CA",13,"USA","$5,000.00",06/24/2014,Grants,"Department of Health and Human Services","National Institutes of Health","N/A","N/A","93.989","International Research and Research Training",2014,Prime
